Consumer_Key,Affinity_Key,Affinity_Category,Affinity_Subcategory,Affinity_Value,Affinity_Type,Affinity_Score,Affinity_Last_Modified_Date 
mFvDSEbtMKr45MhLrOZr5LrxntJDARdt77bnHHfGbKxCQM5rgQcx6xgWIYT9qX6a,SELFVUe8uItQRDjFJrffjg0cDEKaSrOg1rNPn7nOwqo1PJbzM3oPRDJyRJx1lce7,TV and Radio,TV Channels,,Calculated,5,2022-11-21T00:25:10
br21H7rg0waWLF0VYaRxACjn1bCikbCoItrQp9dc1f2dOeHHb5uuoKP4TC061Cvt,1m9cJcnfGNqtjv0rRl25u90cjTOPJbXl0vrUPIX9q6xXLWVSxZznzmlski9l9iM6,Technology and Internet,Technology and IT,,Calculated,7,2023-02-17T12:23:33
ukfMqQw91zCvctOqJFwcQL9CyFAdaJLAxESZtMi1ZG7iwHzLWG1ifRjMeAx7aCE4,hquQieZAZf4XW5UDSoFXBMwXhucT6cLHZbFR2zqoHrrnWSemTXD0VRqfHiKjRco8,Leisure and Entertainment,Bars and Restaurants,,Calculated,7,2023-01-07T11:37:56
mhOEPCwQdXdGrGET37svamUjwiCRXleRWrk5uRRaCJgrE4TyQpHLHXhXQfD4WHrV,bLHyoXUkzDTh4rpebMf2x38KxwY2qRwcdgjMYAnqeLG9gAofSOTblEGca43SZ2ml,Consumption_Behaviour,FIESTA,,Declared,10,2022-10-14T17:26:08
qtw01wRTOg158drSm2ghhWLA0JzkR9DtDNRA6gD14YtRgANZ1Ar27lXr7ML8f2gg,zzeeCOuypjU1lbuBMAM3i0opKnaSy3zncqiviZdr22DnYYXNadkJq4iEclUFaRN5,Consumption_Behaviour,COMIDA,,Declared,10,2023-03-13T14:21:19
rhzMDoQDPvYVC7KzSyWnHoprmRqHb6g4hb4beEiM8OeMkqsIrtMkEb4Kld11YpdA,pwswLQxGCZcz7EdZFaStGTnfQrELbKXhy0VkAXy9z6KCnREFnzhUltSRzJeUNbbt,Consumption_Behaviour,CENA,,Declared,10,2023-04-22T20:35:07
A5c4Ln5I9yak8D1UDH0K7DuI2GGgbuNnjyDjrzSK7q45FTupqeuMxOMetpnPfm6t,mahKfOA1gWoEwnC5yAb0LqmeJUDqfmE5soapy9uhqIrzDJVXqvGvug1N2ecfkDdG,Consumption_Behaviour,APERITIVO,,Declared,10,2022-11-07T15:13:43
cvnxHv4xMCaeJKT2rNymu5QYRnlMwdxJOiJsatjUb2fasJmjngh8GL869rXktsBG,QOlGkK3ZUYYHa2jWcALgJHh6dryT231ij8Cq69FnhTlEPW1Zcpz28KaMXZW8w7LL,Consumption_Behaviour,FIN_DE_SEMANA,,Declared,10,2023-02-21T15:46:12
Nv4i0TQkoQ0a1ccosp3Wp9JUNaGqikIDCzVHrgVHchTs1ZoEqTxsD8QB4l1IE4kc,toftVfnOluwksenSeINAHDDwu5k28Ly4dH7Ygz3ynjwLp2AUaGnb6fgKO2x9tkvR,Music,Music,,Declared,10,2023-05-23T01:05:08
bREXeFEISL1xmw1PSLl9jpMxtW2GAk61spxSqcritRakSgNVPIumAkyxGxLr3W63,fr5Q5FmNxTTXxSQC5qn7MSh4bWrSzr26ZEsc6xhaFU3VaOOdKtGZpLPLX8LyMLn3,Food,Gastronomy,,Declared,10,2023-02-08T17:30:58
Rcg3Gx5p0jMbjuI32qzKPHVz4ZZ0fuqiKW5vXZITu4qmABNAPiOOdhGGoM7KYYyg,b74Sc5UKsyy9xXfhw7ZGFkhnMvlfv6VzYNJ3UgCwLkc3N5LGESzNZQ40LtRsdjCX,ALCOHOLIC_BEER,AMBAR,AMBAR,Declared,10,2023-04-24T02:04:50
0aT0NNgGKiKAEgN4AHlCPKuBECJPinxWcvxP53C5LJq3JwPFURSPrlmwWo42kWGo,J7t7kgUCBRFZtprgZsGlApF6mXMR3GAz51TJCcbcrTFFxeNYOhJ9WsDBW5EN7BOj,ALCOHOLIC_BEER,ESTRELLA_GALICIA,ESTRELLA_GALICIA,Declared,10,2023-05-15T05:00:01
fmoM5hEC7eJLHDpdLBJvCg4CGVgdYivtFgW29tYJkmF3kBnyfckDbpJYcy6gu64A,CpIfxDh2odMi1DtLlIxT1aiG12XutMrj7gV8c0g3XBowvxZbKDTChHFnP5mS5pmF,ALCOHOLIC_BEER,SAN_MIGUEL,SAN_MIGUEL,Declared,10,2023-03-04T03:41:59
YTTfTPgIqcVgB401IN6L13cYlg3zShUiLkTCoQdy9GhDHGPC9AQVNWo37nYNDvjl,rIGopgWebF0ygiUXHPi0hNluzlvn5RCEZI2Xn7V6M5Cv4f1GMuHRHF6MLeQDYbNG,Shopping,Shops,MERCADONA,Declared,10,2022-10-20T20:33:20
iVGNCseuUVVtAav0v7gpcWL51ObgzBWmWB48yjn1TFZ1z8WvBSgVeDnPTdDRc0rm,UMjjRKBWHDwVfePWopR95QXrz5k5ZPo8chDLkdwP4zeilsxodcRQOYiQ9iAsAeUz,Shopping,Shops,EROSKI,Declared,10,2022-12-21T02:21:22
08INFqtUYMPs3ptFi3ZlvtlsPjFlOOxUYy6NKHkA3jP4g72M4tsNjcYHNapAvaST,yXmwdkM0FfUMIfNhZk5vih7fUSJlmAEUqFRvMLtXqxqfjlNuzb4DAXMlv9UHecWd,Alcoholic beverages,Beers,Cruzcampo,Declared,10,2023-01-27T07:22:47
sXeavpC5L8mI6vikzTorkwkpmhd5wBNP1dkLJbhmyjQUat4lhDqiEHM0maw0fWDe,MuIG10yhPBkVLZqKy7H86pVDnTMEtK8tTHKYovqoAlw3VCQTG5MPs8q12NHP620a,Sports,Sports,,Calculated,6,2022-10-09T12:30:13
3l8xUVVJrkGuQucCzVQ2dhxodM3RuAQ7lL8Jd0qgnbpExIWj1cS7WYUtx2oDYJBo,w1f7wUUbt9Uds72HdXwPelOTmmeaX6MtSO5FvyP2rBHsSHk9HutBfNzpLqoUOjEi,Sports,Athletes and Sports Personalities,,Calculated,1,2023-02-07T03:34:56
hisr5cvurecTovz9jbhBEk9YevsJZVGSiOofpoer8etpl8eMbtudsIjkV0hH6pDq,PeMmsNgZwBqjWin1K9IMx9zPUQVZEspNoICYf4De3kPUurkCDmrGRRkG4t9pqIYr,Shopping,Interested in eCommerce,,Calculated,4,2022-10-11T07:19:08
UgvpG43h5Id06T9EbHAveKcXKoRDK2aUHRd1nJpTiq3MujjR1yWfsVUbMS0JdUzL,1JYxLeuIDhoWmekypxTg5kNpTQ0tl0ca94ri4oSv65TnR0WgqgTSEeuQloUIuhJ1,"Cinema, Theatre and Musicals",Actors,,Calculated,2,2022-11-21T11:24:48
2gU93IS2oFO4nYQqLhBmJN1aYxkFinlPfTrfkXChIfrXlHMv99Hvhv7MWOYKhAIS,svUO6aZNsAyWyZxbFMfKxdE7aDRCHtYEFwzKnbAhfmUmhgF2ZWHFT7jbu0qcXneV,"Cinema, Theatre and Musicals",Movies,,Calculated,5,2022-12-29T03:58:46
dDGRteSsFThKHLFZB0S8YrXYDrBKaJGIaBKOGlltthwG2cYdHHzksrnwNt6qN7qK,MJuubszKg4EmJ4icRIAwJzOBHWO4tY9h14xT5S5pAw4GSK1RiDegvm8k9Es8YI9b,Soft Drinks,Refreshing drinks,,Calculated,4,2023-04-14T07:08:11
i1a2G6JT6XSOcWFisWTpTgQYHsawsq4RNZ66si1F5ZHyKMTlMkPDqN8qJXmeqI0m,sfhOo4K9gugW4oiZHiYeqStWzXuOwN6BRTpq7Rf4TmpJ24qkwjR9zeRghp5A1xH6,Women,Communities,,Calculated,5,2022-10-27T19:13:02
mC6en1wwJWBegyBsjRYVmEZVDMIyYQn8s1GgRbra57yWPLjeiiqUBg2nP11kvkLP,rvfzhJ1o3U2ww7DJNATIiaing7WdZyCBubfrOJ2d5Em0qacP9PTPMJfJRwNME0Mb,Technology and Internet,Apps and Online Games,,Calculated,2,2023-04-08T23:29:41
dQ2JvOrWuO8lhh9odtvdDdJ1HmYoMw4Z0cJBm47Hc9FHp84dMWPlS35DHAhq8haw,NsEatYPij2CfHmIAVD76cBOr3ANKEsrAS8QvpOhgRyOQjQv9lnLFhfJvaWIzYjk0,Alcoholic beverages,Beer Culture,,Calculated,4,2023-05-18T07:36:43
ss0tihRFhkkAZOhkVYI29iMASBdV9DjBOmyuSettfThPm0so2OAIYUaWSVL1z681,S9TfjyUiuWmwDmTJ721Bhc8rUy5mB7uljPpjYPhsD8L6lOpcMqsaYWXB4OR3KENd,Alcoholic beverages,Beers,,Calculated,6,2022-10-12T12:40:15
TlbAKTuRGB2yrkSMLO5MYc8mwVtmxY0azandfokMaoaLNsXTucPf785zFas0VrW1,3hmU0rEivMHFQZKILF9TV7hMYhm9UZ9KvIX6sQmlJ1yT3GtZYp0kv5mZybwwqoCB,Food,Gastronomy,,Calculated,6,2023-05-17T14:18:16
G3OALuDV3dc6NVCNd2QVZGFCh8C3K77fQtTNefKeqlzxABHAoMC8rI5l6tCzrsmw,rS9tkVDXoAxp7CsHijEHNYfe4DQg0Mz3CQQd2w5SaOYhFguPEmsZBf8ssrfHaK8I,Food,Cooking and Recipes,,Calculated,7,2022-12-25T23:57:56
3CKppK2AYs31xngp6ENf3zEJ8hCADuEF1mmZuCYD4IUT30Hh14QU8pVprZbfC6Yw,vScAjb8EvdBzTdGWkSx597lVxzDdImxHRgWFRKifWeg8qvjnYgEdWSr2kITIvToO,Food,Gourmet products,,Calculated,6,2023-05-06T10:39:46
3lR6Hd65a4S6U47lyv1bIZaZ63prMAMJ8gsKN8gJ5D2eeb3PLLeUypx3g1wG5fRr,9aoBiU77uiyfLe6oWGBEtd4dg6rcsAuikU36HHpa2ABaV2wyV2XsnGPrv8uRbNDZ,Food,Snacks and Nuts,,Calculated,6,2022-10-23T08:49:31
eyVV4X37bWQYmAzDLRRG1L2dnA1BvoghZJzPaZGB7weiXjRuqBQOg75DPlwFLu2D,FZ8JYTzCRxf5gxutVDP0XMPG7q5Q4EewYMemFfzULDH8XxQqiWvrUqE0JxPmQ3GS,Food,Canned and Ready-Cooked Meals,,Calculated,4,2022-10-21T04:17:18
w2AGp7sK0La2NZlDknWFiowZkYnuOobGqLR6aR4HOvGLJnFxukjFAIWhDSV4gpDw,kOsWhBrpvIMy4ZJJ3xPSIxwcaZnzsMTkwTFLWyjHKXbvlfFcqaBQvafMcrh45Xj7,Food,Healthy Food,,Calculated,10,2023-02-26T14:55:37
T1eABwnv1BzrAnE6y2I5MZL5E3tXh8szkkphi1FoYZuenLH5qS417nl6QMiAN1jh,RxcwIG9MBOXNHb2fcTo9HOj2v0IcPHKnoT6uALUenulTkrAeKNk0GKaL6vtu4FzR,"Health, Hygiene and Wellness",Well being,,Calculated,5,2023-01-10T20:45:00
idGCz8Uj8cRZnCKitTI48gxDSU47n55Q45v2YrxwkH9OtH2UXKnOuzbwwSAobiCA,9r2XYhYKefEKBI3wZxxQX24iSgzMXzXUMiU4L3HGSOD5pXNvwp8K6g0NC2sNwMNS,Sports,Fitness Lovers,,Calculated,3,2022-10-23T03:19:49
kkfEliL2ge4MKNRJEXAnEJmtVp8gbprmzvHzSooSGBGOmtzZcqZpNtYr6fYS9Fyc,zRPLTszPztEApGibt4vBqW5WA0xmMpa4Kwe8SL0yqJDy8Ex4vsUYNBp77aof1kme,"Health, Hygiene and Wellness",Pharmacy,,Calculated,6,2023-05-17T18:17:58
74ARyHNdnoBdXHPlmzSibPUKWSd0a4rlEMr1m3WbWJk50rDJDd7mord5kU2lh0he,srxfziNmNZUT3lN6xbQ3ErNbKnqjDHtgiAqRPHKK4bM3eNMyuHuynAbut6NXl5U8,Home and Housing,Household Shops,,Calculated,6,2022-11-07T21:17:05
CdLMXiC0lflRvhUrIFu3eqYSLTOPjAH434S20Wf4qeXsDy5O9fN4R2Mi5fXLTE1W,0o5AI6ClWfw9Qp57LHh9SIN6qPa5Kn6jLM4daT792cgtcYhuKzewBaO0bD8RbIKK,Electronics and IT,Shops,,Calculated,3,2022-11-12T03:08:48
1merxYThvpI71SLDT8TPQsWk9E7O7wsUoUIGAtbzwnP4byCOr806XGMZHdY4ulUH,4xU1CethieqaRznrLlpxpCP6sKmgenhksjNhaUTy0qi8B3CT5NVb5Lekv3YZQzzO,Electronics and IT,Shops,,Calculated,4,2023-04-21T09:17:49
xUbFNd0LJ4JOWYq6ApGmFYqXUt9IxPvz1MLQ7SScxJXi6ACagOw6OCXGpO6ACoG1,On1eXvKcORhDqCQ9CXKpuUU26VJZ0ryJP2n4Gp7oJdyxx3YKIiGMPCcQXGjPQ7UF,Shopping,Shopping Centers and Malls,,Calculated,4,2023-02-03T18:38:32
30b1XbyURkJuJ3NSehll2eiagzxv9aGH3InzBlAPxEL4heAE1A6xYQwd8D86p0F7,cgdEuFmuqNJRUo1Vgwb2U0tIclsNQQw4wzPmsJloTE0DEzpD5IwyvvIDu93agv7r,Home and Housing,Household Shops,,Calculated,10,2023-04-27T00:45:01
kcclr7oNIRWrKfK5iZinDMsBXtrAq0KJZN4d2wnqpAJcAf1UsF1yep2tWn4qQoBZ,xIAP3NFA1FxxwkCTzyoT1wqd800UxWcGh9dlXJ6nLLCwakMyNAm1WBlBTwXarmvj,Electronics and IT,Shops,MOVILES,Calculated,6,2022-11-21T15:42:04
3D3VfvJYBdMvNUw5HO69u6pSb4TyDqY1Fodss1vBYENn8qRuAmRA8xI3xMY4WIcM,6bsPq1BshD7HfFSFxqEtNMWvPBzEEXpBueIwnwssBexSSj9ZU3LH9KbRNLq6nDnj,Electronics and IT,Shops,,Calculated,9,2023-05-16T09:07:56
UgmEZjJCcezYMsqGVFDqkyVopjd47CDK9Jnf14XedO691v7uLUCpijOPG55svVzU,WltZGt5YWgF0inYZu1wCAGPQmtAdFcoHVErdlAuvKebvGaTPrmVNfenipoj9DdO4,Fashion,Brands and Shops,,Calculated,6,2023-01-05T02:09:45
Y0hwSva5K1yFIuNTlEU8DsvVpaHL8WuFgxiRSwbXUMOx7skYuLdQhETaHT7FJO7t,mdu7RlWRR7GOwtRieeYJYygPds1EXRCf4fkKRG28ryVOZgSNZojg28kEG1eYi2CA,Sports,Other,,Declared,10,2023-05-13T02:48:36
acnKFk5k15c2J0Mi0Bi62Q0Rm29x95lqBpy6J6IirGdbeRkSeMWIDrjH9kiT04Bk,MPjSkyKrHJ1h23H3N9IF9O2oNpJVwuNYioxbhVLTB4Lp16w6Dtd2LntZlwsdCJSS,Music,Music,,Declared,10,2022-11-22T16:18:16
bBrFR9FrZAPkk1zuMWU3ZbSt7Zr8wPo9doDuSf5zSDLFspTbABijmGOzy4BaExC3,W5mpgSkDidzFhprZBcOBcjbLVdBTe60RuDkgziKpJudAiRwMJhF0E3LQgZxRQlxz,Arts and Culture,Arts and Culture,,Declared,10,2022-10-08T08:37:35
UmSzROzQedn2cJOfeS2nXok5L09vtWE0qrE50pU2o7qxyan0bSYqqKIktLhuVz45,Pc6nWqKkWxKn4Uq3PNj9tM5oXMlmhueeRm1Ao9DZOtdVKAWRUqfmtTDtwghDzkuj,Food,Gastronomy,,Declared,10,2022-11-30T14:21:01
Z3Tg8kK0S37YF1pABv5F6k9SN38RrKWFH5bLWKeVBMtRti9AYfTGOrlVav9DXell,4luOrTvaDeP3u7sshRiSjXRKDawnIWCfHeJaanEJOYiz9o37tPa9bCkRsbmtaRKs,Sports,Other,,Declared,10,2023-04-13T19:43:20
VOI1vsSqr6ZjNcfMISx1cJFYEOX0ufJhePoQzxZvvrwOU2ae08AijdAFEFTrMK38,DzMyAaVKwM3GRn1doNrIVIIYuzCtJuCWjpB7dCZaTDmoDx63WNWSNhtxjLkEOHGT,Music,Music,,Declared,10,2022-11-30T02:19:40
hZnLL5Ei9p789xsiykoozpxctaMwYJMSjZH9iWussoB8lbipm67sP4ab0gz0W83n,SZFAVdICtrcwa733y305cepbeojvhln6KcEigct7aJ98YzK0y4aQH5LzlcnhDqJD,Arts and Culture,Arts and Culture,,Declared,10,2023-01-22T02:26:46
iWpDspaPQcxPcVZJwHM6SJHuT92wIMbEkBdZc6L4j6lgA5VJTlKdnkrQHHtIaGBw,eiwHxnnbaHh7VEWcym7ZvqXqzpO4GFP2mqhN4LjRRGDJ7WC2g0xCOIthLRr69X6j,Food,Gastronomy,,Declared,10,2023-05-26T00:05:09
kBBZvhUm9QaOU7YpozEGFDWqOwQ39MxQGfBfbcIjKpojV7EOyKtx6keNIgAXgYKR,KjLFYZ6engZu7tCKhxQtg7SUUccYSvnCJlk7Jqyqx2ctwp5RAqOm43f7OXMZxufz,Sports,Other,,Declared,10,2023-02-16T11:38:05
9EQmE94DypzN6BGGw8UHsBuSXkfm1Sq42VPlSRU0894h41NGpjOqzAPpaICbJxAo,gQ09Od1QhFIchqupLBGBhJaPoWsiGdbh4jJ4c47It9wYjUKwKnoZzcXx3cLvWez8,Music,Music,,Declared,10,2023-03-26T10:20:50
DaX3ZlaNoox0PkIn0YnMyVrbNRL5HgTcFSG6TJUWzAAxXtguFV0GT1QZLEhEcYoQ,9VpC0OLSbjiMPsgwqdVRBLr0X45cCfiG5tjQ0w9aHeWqhpvqM36AFdaeLE1t0yGT,Arts and Culture,Arts and Culture,,Declared,10,2023-04-24T13:01:08
jumT3pQTNXb2znuM8XQhnaKVuv6HiWu6T57Bw09Me34KWQgachENgmsb3aaR9rOJ,AGVvpiS2UGRJA4bF9WirpqGa9aywELWltljvdZ6iUadJWu9G6O2k4Va07rbNbwOJ,Food,Gastronomy,,Declared,10,2023-02-11T17:18:52
sxsDFmPezmpVqkxypsWoPQhis9q74MiFmWklWZsL6cT03h0K3RUNUw4OlkZ2ksoG,f7VHKOIjGpCwfPgqyXWLaaCNoT3KUibxm88JIhGn5hOsvu9pVnCTNE1jPKuunoCk,Sports,Other,,Declared,10,2022-10-21T05:36:41
0uLprrvbQjKg59kFAfXwldwqzpZD3ln1GeQ8IU54lsYjE6kqNANNBXpZLfbj7DMi,4D1lKeJs8bh5XGGX3dCDFruRvU5SFkVd7A03jGdrCqydT3Glga7fxlhE9KOOR9Fu,Music,Music,,Declared,10,2022-10-11T03:36:31
sNLcw6UoFHfsY4iSXmz63iPlxOsXxkHndEkSJymPhXtCd8LrUhGNSBkxkEieWc4V,RHw63tSORXPSAgAIeiXYd0dm7KYg0mP1wMY9RqpkvV7zvmB94L9cJN6IVkrFf9Pd,Arts and Culture,Arts and Culture,,Declared,10,2022-10-21T14:38:43
IS7fEJ3LsygjxU8i64k5JgrJWt4SS4hevJy9tEuOGsUtiNsYV2etgUW4QDcwLjo6,QRwOz4Rtv5jgQlLaWM9ajdyNsdZW2RA4zjgFv1avFOCBFs4DrfiCCRu4OA6lz3lm,Food,Gastronomy,,Declared,10,2022-12-28T04:14:35
mXuW1dQs2uHw621j1gbDplppQViKzlhEqYvLtW0dfnm7NqGsiSnBH1yBbl2H5OZe,yZ26HbNQUjjaj89hzxUTqaoe7Ph46YDkeHecNTBcUCschvf8Ywig9lXA9AJZCq5x,Alcoholic beverages,Beers,,Calculated,5,2022-12-20T09:14:33
h50hMIFYSvDWoLpO3sk5Rg6RK9A9cNOP0eScRaRi429RXgLT0KaHAgdjgzoMQ7fr,f3hhErtMDzOpmqSKKs8Ci2ApfcQlA3xe5honY7VWBDcbP99XK7qNvqEW2DmWKOqP,Food,Gastronomy,,Calculated,6,2023-05-27T15:03:45
TjXl17qqZCnakhqjEhJiaMm5LmEEwfLXu8pTkwZsBgE7gsh3IuaO7QMiKSXMuQxS,vMzdf08uOj7JJ84mp0qCOBCsKC7BXNQzA5DbcjRMeONT2uvggQGzkDPF06eMnT1U,Food,Cooking and Recipes,,Calculated,8,2022-10-09T15:52:36
33W0Un6Sd7QwzRRzad15pijuWilyJ15XxQsZ0fvPEDWjQnbkSFJsjSQ1JyHwJQLR,sDAQypYugGDzajk8MnRDItlJr6By4YVFqqXmjbSKAHqrQYp9mmmHIqhyKvlnRa5C,Food,Snacks and Nuts,,Calculated,7,2023-01-20T23:58:31
eVOHtAqTIqRKV2zsOr4j1Nm7mU8whQgJQRo9RPf3L6g9V7KOAcrtsl7s1RnG0eIE,7RweAktIEYidEeLOyPMYPJWt5J0kRRtsPoiTcRdbv0hNleKfCEEJrwWibU3UlFNA,Food,Canned and Ready-Cooked Meals,,Calculated,8,2023-05-06T18:21:34
lNiQeyEZl7hKRTID4mFeWBJb7bUHpVv6kZILoci39DiApZlpAAbTMN7ZMbqG06zD,rRsrdskDJdL3J40E4Ow3cOP2LC76oQYxP9UuMPzFrSkVTM4lTGVz5cxc9o1DBBVt,Alcoholic beverages,Gin,,Calculated,4,2023-03-01T10:16:04
N4WaEp88gv5QTTgyGyRpsC4Aal6ZpimXCsKMbYLpBgaE69jpqqK0ZYL8giemHJMG,O7oE6MOTNyNJ48sdEQ0jstC6IjJzilMZiAaFFFfJAMO0KPhGaQy6JraBETo9kdCe,Alcoholic beverages,Spirits,,Calculated,6,2022-10-11T07:41:47
cfrt8ysfxx8JsRyMAlqRseDkUQKodrXlKhcb8rZx0QGeBsKMdLo2Lb7vM9aLqfeN,Mr3BWxUpYAAr62uI2zbLWnPykfAEJ4sx3vdtN2HTFSmP9LZPZDbA37nuYKoUDT4z,Alcoholic beverages,Wine,,Calculated,10,2023-04-07T03:27:14
ihL6flvu1FvOX6jXlbqmoHrwGr4ai5GXtG5DyQO9wvpQmRaHUXIfag7wSqIEJUpk,ZPIitlMqHZZ54uv2Ref8EeLfzKP8xyhX2hYhxXfxybp0Qb2dhT9l5RSH4SMjDIgK,Arts and Culture,Higher Education,,Calculated,4,2023-05-23T19:37:53
9dxRSnKtwKFkyp7jNM9AqM9DiMOH30M7Csz7P1YBfoLx14JyVXJoJOWLuHyfmUMO,8ih4MWYOETiCJgpakZ0dz7qpgbEnY8jThnP9otJp1W5TmL6ADNG6qHK8beiprety,Music,Bands and Musicians,,Calculated,5,2022-12-10T22:13:45
8QkmkAPmWTYsLl8iJkKfdiehH5J5lfyfRwQUegTFONwBYSR3a8CglWQtA1raphtd,R4CadnBLI8qA0zPNzQZXXjKseK4bTeZBejffAT6kB6n6c4rc2QlaVED2LPnBcz2U,Media,Newspapers,DIARIOS,Calculated,5,2023-04-20T03:52:42
OnRstKxwo7Gfs0NCd9wvdsm985BtyUGXTC6QjxExe92MzcF4IalJA7DRnOBCMOwt,PX3x9nhZ2ltGzVHm5F83nOBR4MTD9fQenPhhxLXxvzB7vGMe9iGytyhKE3XtSXr6,Media,Magazines,,Calculated,6,2023-01-30T08:15:48
pphJvpDkguSz1Ix2Fspi2b4SewXFICN3S8YdF9mkTuhzBOaX6B08Xojrcq7d5liB,xxYiRkKynDUCjxdxIJx7x3WKYp8vpFib9bqvMbBqSoNZCxwZeQc0ghXBOPB6iWF0,"Health, Hygiene and Wellness",Sun Protection,,Calculated,4,2022-10-23T01:23:54
gLtCPF4SszOFKgymESlv5zZjgArKWNWbqCL9T4eD3HryjRlmOHL2qUxv15wkV1Jl,EsI9U79QJ0owEO76lkXVqzMfK4KVO2RJOXsUG44IIWhPiA5NAXLdLlJdlz3PzBsh,"Health, Hygiene and Wellness",Well being,,Calculated,7,2023-02-23T13:38:55
dFlcy9SnaoVwNDA0Qwqkopf1zmYsBZEOl86bA4HEQ5R7EavCICt0GCiLskjpQnMg,MXMEALkPlzAAgvePkI1Jdss9s3INz1IcdDqfB0T6Y9QYoHkQAasmDPGRq321p8L1,Sports,Fitness Lovers,,Calculated,3,2023-02-22T09:07:30
JiU6mbubSh2UeeJlPXv8IZ2zjVOhsXlRZz0iO9EzSoCSQq7SxOEfurOKpa31irbD,ulOTwBTTSYmKoU6ic2wHAb9PxEt1TwqFH3viHD25yuvWfua9Li5NA3e9CL31qrqz,Food,Vegans,,Calculated,4,2023-05-17T15:12:58
TWo93MCcU2F6plgLlph5B4PbCqLVN7sVFUxh6RVLFOLoYOa8B2Tr5yDI4oLuBVIx,wA3z34ZrTvohIBywWZ0Wp0yDuLtRK23tuoZJMfNzs6nJyJKTbnz3XqAViHCsgGEL,Food,Healthy Food,,Calculated,4,2023-01-01T00:21:14
BsXOP09OmLaP4lb6Jc4ZIpQVBNaXJPeeK586Xnu5BtpJB4eZ2cwLnOxxGKdoqnwt,hcxeUwNJdahYDTjfkscRROyf5gErdp39TcQzopKtYHySHydyw00DuQmq1bVmmcxJ,"Health, Hygiene and Wellness",Pharmacy,,Calculated,7,2022-12-20T17:20:39
HOXbKG5O243SdEUBTUSosbtPi1xGHE9c3FiGmDcfoyXEa6sX4hFGWgKhyEr2ZQOp,7bWWHflGOOs6kjBnVSeingzxpFmfZjcnOxT6ERnlqSFejz3A1zRCz5ZHu3CSY2DQ,Home and Housing,Household Shops,,Calculated,8,2023-03-12T05:26:34
iyAsBtFib9scsbyB2iyBKj7tDQvG7reiG1FM1up5Y8yrHRF276STwXscR5wTa8Un,R8CAoxROQlrbba3Gb47XcGvd3TvmsSBgC0Ek1f6MEDAZ2vFBkDHlt5gvblJZl2is,Electronics and IT,Shops,,Calculated,3,2023-01-28T11:04:35
udsjAEsO0tVy2jXT3wmoGxAXo6tSAztS4LlHCA50JskSJ3PSuwC1Avhi17tX9ovq,aTPLUvL0CN8slJxbK53oFTpIhkWmpUW5LoFwKgRjLKiyB2L17BL4Sd1ggoOVl0bH,Electronics and IT,Shops,,Calculated,6,2022-10-20T11:42:37
10y8kpc2OxzDUUvVRfhYqA6VH3R95MM4CkxnhP7EN03gLgCal06osF98c2fXwqqx,Cz4vQ0HSIkjFX3ufFBMIgK4mJU0mmgGprR3TSPtfkymbGUnkbozSisCKBQVrsZI8,Sports,Shops,,Calculated,5,2023-04-30T04:55:49
ely2vahNj9hZhPIIqKbKl558DzshT0WypgqChxBlr3T1Iw7PVvFuOEW4x88bAHWk,f6DaQ5azXESlwf5085senKHgG3uNdTzOemgmmdh5cjnY1E9mtKWbmQB7j5lW2Rct,Shopping,Shopping Centers and Malls,,Calculated,6,2022-10-17T11:47:52
zpiC6XjrFvlKzpjX0SJ5ipiHJz9CfXetVockLUvYXAAJlQdovLkxUWZPjgfjgFyI,2axGZ6oWxwPDZJvFmoMD2yu3WDDc8ZXPcEXheFIhcjTkyw1QWyGBKCUMyz9kcKUC,Home and Housing,Household Shops,,Calculated,10,2023-02-15T23:13:21
fiwn7TnvhgWKcbXam9ewsgBKCwgWnz2dfmee7oAf8F4HC5x3xkRE4Iw4WFZYFLMB,0ly1DWVtKyqQqTXOqyH5kXbvsW0r2cFrY06aIB5aOAagmfOIPcP3C4UJZynUHyRa,Electronics and IT,Shops,MOVILES,Calculated,6,2023-03-03T06:03:07
X1CZzhAD5cc8j079y1mIaevkA83igmsogqUE9RQquBEdzFGbhoY58ZrYYbIIFH6U,N4L6HK7vJEZ7pDbzgfVNuKjGKyhJ5KQvXvVPYM5X6pn1z967YZthb9o71nKncMRJ,Electronics and IT,Shops,,Calculated,8,2022-10-26T02:57:48
Ix1OHoBx64ylqYLJE3V1WB5QQZqAjEw4XpBofjW5BTTnDp0YQZyBgGK2iduQ8NqW,0uhEGtCEKqCebIrpQ5yEeDsLhZBTEutQdwbvzSQdGyHQTl2AxeXFj4PbuAYO76TO,Sports,Shops,,Calculated,4,2022-12-13T20:35:43
QLuC9Ct292A92xPAVnwvtnT0NepBAjUSkOYG1psYByv5s6fNGhOyWc5vlLMECkmx,tnM20A3OZu4yhlwGSTdJBRQvj0nOQ5ocgFKxMjHeoOdFNhLv9NefDfsX7w4OzGt0,Fashion,Brands and Shops,,Calculated,8,2023-04-22T15:47:22
Di0ntidVXglodLiDwmIPFG8kEuRBQMVbPmyZwE86jnVbfLkayRmUjpiSnqeVir1e,fRJg02gD2RuDuWrhy0g1MthWcy0c0Rnv2fveBNIKV6oxai9N43qMJVHJ3QkXU8Xb,Sports,Motor,COCHES,Calculated,5,2023-04-15T05:20:23
