Consumer_Key,Consent_Event_Key,Data_Collection_Type,Consent_Sub_Level,OpCo,Legal_Text,Consent_Date,Data_Use_Purpose,Consent_Status,Data_Use_Channel 
74ARyHNdnoBdXHPlmzSibPUKWSd0a4rlEMr1m3WbWJk50rDJDd7mord5kU2lh0he,tVi1LeSwarWUsxaPWsmO6zh5W4cZaPcxLOzQlhhpjWaIZUrAAZfPENMMO8aIXEMF,First Party,,ES001,,2023-04-11T17:10:46,Marketing,Opt_in,Omnichannel
CdLMXiC0lflRvhUrIFu3eqYSLTOPjAH434S20Wf4qeXsDy5O9fN4R2Mi5fXLTE1W,2LLk1KR8OEl3QdZTlgaZnHCLnvs5x7WqXBw3IHg9sUI0D152SKBxkBosY8eP3nc4,First Party,,ES001,,2022-11-01T08:58:43,Marketing,Opt_in,Omnichannel
1merxYThvpI71SLDT8TPQsWk9E7O7wsUoUIGAtbzwnP4byCOr806XGMZHdY4ulUH,0mcuySbchcqy7KW8NYFAoMWPGasZhH7YOBMiur06pYE2iiO5JkpUaTPnJsR3hME6,First Party,,ES001,,2023-02-28T09:06:53,Marketing,Opt_in,Omnichannel
xUbFNd0LJ4JOWYq6ApGmFYqXUt9IxPvz1MLQ7SScxJXi6ACagOw6OCXGpO6ACoG1,Ml8J8hTvaQxbydCPs0x0l1Xxc2l2DhcHphQrTLoCx1KXloslmv3FBPVfOTirBGeT,First Party,,ES001,,2023-01-20T09:44:33,Marketing,Opt_out,Omnichannel
30b1XbyURkJuJ3NSehll2eiagzxv9aGH3InzBlAPxEL4heAE1A6xYQwd8D86p0F7,ZUMj3oAIw6nrtxR0T4xvAxoVSZdtrQr7io1zBd5wP3GN252O0nIMx7kkf6yb3BGv,First Party,,ES001,,2023-01-27T20:26:56,Marketing,Opt_in,Omnichannel
kcclr7oNIRWrKfK5iZinDMsBXtrAq0KJZN4d2wnqpAJcAf1UsF1yep2tWn4qQoBZ,IkihBKyewohWwbHaflrWhgqxrBMBwLb27ooKW30dzNsWMrWzm0Ger0c7ikvvEQA9,First Party,,ES001,,2023-05-07T19:59:23,Marketing,Opt_in,Omnichannel
3D3VfvJYBdMvNUw5HO69u6pSb4TyDqY1Fodss1vBYENn8qRuAmRA8xI3xMY4WIcM,EDO3ZnQZLxmFTpjf4L1bwuwDb4cHYlDFHTIPfOnOYAGx2dTx9EdPaXAzS7Ix4v4w,First Party,,ES001,,2023-01-29T21:12:10,Marketing,Opt_in,Omnichannel
UgmEZjJCcezYMsqGVFDqkyVopjd47CDK9Jnf14XedO691v7uLUCpijOPG55svVzU,LMWPaWyxtJx9Tw3cAXOUOCoXeytrdki9PVqhSzldugIO1TSLevrCZ3TK2PEdHOo5,First Party,,ES001,,2023-04-08T22:37:44,Marketing,Opt_in,Omnichannel
Y0hwSva5K1yFIuNTlEU8DsvVpaHL8WuFgxiRSwbXUMOx7skYuLdQhETaHT7FJO7t,mQxqRr2WHJU0PhNMtXyNLqOTkPjTz2EBgOZV5VNnM6ztpLaXLo7tCTtHU1mE5qID,First Party,,ES001,,2023-02-05T03:54:18,Marketing,Opt_in,Omnichannel
acnKFk5k15c2J0Mi0Bi62Q0Rm29x95lqBpy6J6IirGdbeRkSeMWIDrjH9kiT04Bk,KXkgRkkYeOs1f4r4I5bOvC197182adeK62y4N4Dt6BAMRci006KtrH6U6yflD43Y,First Party,,ES001,,2023-01-18T13:22:05,Marketing,Opt_in,Omnichannel
bBrFR9FrZAPkk1zuMWU3ZbSt7Zr8wPo9doDuSf5zSDLFspTbABijmGOzy4BaExC3,aDEmtvw2L2qgShOctUySaJB8tQZJdewasYlU6OA2jHPpuSe2nXeIIGbYt1POwivI,First Party,,ES001,,2022-12-11T22:23:06,Marketing,Opt_in,Omnichannel
UmSzROzQedn2cJOfeS2nXok5L09vtWE0qrE50pU2o7qxyan0bSYqqKIktLhuVz45,rmRXkJYt0hR7xE5qIDvhI86zaE1iI52T2eHvrR7fugoSZtTn8g93UwNjMQbFvmbA,First Party,,ES001,,2023-02-12T04:30:35,Marketing,Opt_in,Omnichannel
Z3Tg8kK0S37YF1pABv5F6k9SN38RrKWFH5bLWKeVBMtRti9AYfTGOrlVav9DXell,SSorQbsIs5BIGC1PGcOrbUu0KXSnxUb4ueolIZB2BOflgKe0NpM9XqB5Yl9fzitk,First Party,,ES001,,2022-12-28T21:36:06,Marketing,Opt_in,Omnichannel
VOI1vsSqr6ZjNcfMISx1cJFYEOX0ufJhePoQzxZvvrwOU2ae08AijdAFEFTrMK38,VGKQvERHP15L8aQNyg7Usa5MVQimMCXFIqN5Aw4XXPN58X9DmWD51cWdDPQIc50p,First Party,,ES001,,2022-10-13T10:27:36,Marketing,Opt_out,Omnichannel
hZnLL5Ei9p789xsiykoozpxctaMwYJMSjZH9iWussoB8lbipm67sP4ab0gz0W83n,kg58x5Wypk83V0xbfm85adYrzHaMmFFLLFrgDlCMVAHlF8oVKp0m3rTSPdGND5gW,First Party,,ES001,,2022-10-22T06:43:28,Marketing,Opt_out,Omnichannel
iWpDspaPQcxPcVZJwHM6SJHuT92wIMbEkBdZc6L4j6lgA5VJTlKdnkrQHHtIaGBw,a9qiM51gM8d6ONezC5LU7lH4y287fG2d7xDR3nIbruct7JT7LkQ4bBKenjZNtxgA,First Party,,ES001,,2022-10-24T01:22:08,Marketing,Opt_in,Omnichannel
kBBZvhUm9QaOU7YpozEGFDWqOwQ39MxQGfBfbcIjKpojV7EOyKtx6keNIgAXgYKR,0srKuFoLaDVvu88s50fAa4Yxe3di3Xqcg9WopshEGNR9mtD9HbV5NZO6qKz24pYq,First Party,,ES001,,2022-11-21T17:17:25,Marketing,Opt_out,Omnichannel
9EQmE94DypzN6BGGw8UHsBuSXkfm1Sq42VPlSRU0894h41NGpjOqzAPpaICbJxAo,wygucI8JISWEU4QyPO2evB2YoHtHknsHbb0XpjMELxlAmg7vKvGaNnmfalG3GpTw,First Party,,ES001,,2023-04-09T17:11:45,Marketing,Opt_in,Omnichannel
DaX3ZlaNoox0PkIn0YnMyVrbNRL5HgTcFSG6TJUWzAAxXtguFV0GT1QZLEhEcYoQ,IAgXICUVrX0eDSbTxvZrBxx1cOu3UnCn7JoipgazbFk0yyN1Y1YlYPVUrQEQXoA0,First Party,,ES001,,2023-04-13T11:44:45,Marketing,Opt_in,Omnichannel
jumT3pQTNXb2znuM8XQhnaKVuv6HiWu6T57Bw09Me34KWQgachENgmsb3aaR9rOJ,0ZCusLGhXBTuv5c5pBdHDVfrwtOaw80HJZreKaqcXbOej1qRzfgQd9PLYO5PXsO5,First Party,,ES001,,2023-03-31T21:18:00,Marketing,Opt_in,Omnichannel
sxsDFmPezmpVqkxypsWoPQhis9q74MiFmWklWZsL6cT03h0K3RUNUw4OlkZ2ksoG,HZEkfVx4RPyBHTNHSZcbJWohouNaL4qYymSDZsb0JGXAVLqU5kNDX1DfeNXUoAnR,First Party,,ES001,,2023-05-28T21:02:53,Marketing,Opt_in,Omnichannel
0uLprrvbQjKg59kFAfXwldwqzpZD3ln1GeQ8IU54lsYjE6kqNANNBXpZLfbj7DMi,9INCANa9XegQroGx6Q4zFkRUd52Yg3ulQW9BoWzHieJe6R7B3b9poC4vwJgCQAy9,First Party,,ES001,,2023-01-07T09:12:31,Marketing,Opt_out,Omnichannel
sNLcw6UoFHfsY4iSXmz63iPlxOsXxkHndEkSJymPhXtCd8LrUhGNSBkxkEieWc4V,sPIsNvNBu4Mqqkagnj0tyT9vKAKEgDlcN54mR5CUVkaVzdmPBecBP52JeUUlgsGK,First Party,,ES001,,2023-01-23T17:58:37,Marketing,Opt_in,Omnichannel
IS7fEJ3LsygjxU8i64k5JgrJWt4SS4hevJy9tEuOGsUtiNsYV2etgUW4QDcwLjo6,0DTxtbDHJ0t72oSZq3IHOoFearnk2ZBHsOeOjKdFt08xePDUFqksVf8ywZJwsjrf,First Party,,ES001,,2023-02-20T14:00:01,Marketing,Opt_in,Omnichannel
mXuW1dQs2uHw621j1gbDplppQViKzlhEqYvLtW0dfnm7NqGsiSnBH1yBbl2H5OZe,XVuryFCbEJSxcWcSTaVWZhftWb6cM4i5yGiLWFBArxo7PgYDftVLjONqJ7XBYwpq,First Party,,ES001,,2022-10-31T13:02:30,Marketing,Opt_out,Omnichannel
h50hMIFYSvDWoLpO3sk5Rg6RK9A9cNOP0eScRaRi429RXgLT0KaHAgdjgzoMQ7fr,InWueRdaiPwUFNKIiLABfl73i1hpKrOYt9wSTOmeIw5Mm3jDjpZDFVFYpTOKgLK3,First Party,,ES001,,2023-04-24T22:40:55,Marketing,Opt_out,Omnichannel
TjXl17qqZCnakhqjEhJiaMm5LmEEwfLXu8pTkwZsBgE7gsh3IuaO7QMiKSXMuQxS,FEBC20VBvbftSu2p2z5Y0JRqQ55j5JisLeDRj6IjxDngo5wAqjwqVMXTd2eaEA7D,First Party,,ES001,,2022-12-03T11:25:29,Marketing,Opt_in,Omnichannel
33W0Un6Sd7QwzRRzad15pijuWilyJ15XxQsZ0fvPEDWjQnbkSFJsjSQ1JyHwJQLR,8gJJC1FVOkeikc61W4v8nHaMrlfWrWDhhlrvR4xTp1PxI9rlAxpdqYw0C2r78Zcj,First Party,,ES001,,2023-01-05T02:38:07,Marketing,Opt_in,Omnichannel
eVOHtAqTIqRKV2zsOr4j1Nm7mU8whQgJQRo9RPf3L6g9V7KOAcrtsl7s1RnG0eIE,OUTLnvliek9IZgcDdmZ5Einh4kVRKwBfKibWi7iZYvsBBFqTDyO8EZ4Fgu5rbphh,First Party,,ES001,,2022-10-09T20:09:31,Marketing,Opt_in,Omnichannel
lNiQeyEZl7hKRTID4mFeWBJb7bUHpVv6kZILoci39DiApZlpAAbTMN7ZMbqG06zD,bhaCioua3EXByS9JHe80yYSLw31eVTyTP5MwHZ7lyBtZw5NlNs5EVk1gImk2oObc,First Party,,ES001,,2022-10-29T19:40:03,Marketing,Opt_in,Omnichannel
N4WaEp88gv5QTTgyGyRpsC4Aal6ZpimXCsKMbYLpBgaE69jpqqK0ZYL8giemHJMG,HMJDDyViKktG0ZY5uvabiW2X5N695pewC9eQmjlh93GWtbJreZbDnpYZamCn1aWB,First Party,,ES001,,2023-01-08T20:04:02,Marketing,Opt_out,Omnichannel
cfrt8ysfxx8JsRyMAlqRseDkUQKodrXlKhcb8rZx0QGeBsKMdLo2Lb7vM9aLqfeN,QrryZ4EB4e4xJYBXWzTFGE3Sj0FfkpYmggohcLWEMG2POjmLB68Wn2slA1lZMXSz,First Party,,ES001,,2023-02-21T09:19:06,Marketing,Opt_in,Omnichannel
ihL6flvu1FvOX6jXlbqmoHrwGr4ai5GXtG5DyQO9wvpQmRaHUXIfag7wSqIEJUpk,oi5fsSydc2cnllIpoHXanojNFsyvTrAAzIVe8NwkGsr7rn80UQXkCJN5qLGqFaxL,First Party,,ES001,,2022-12-14T12:07:02,Marketing,Opt_out,Omnichannel
9dxRSnKtwKFkyp7jNM9AqM9DiMOH30M7Csz7P1YBfoLx14JyVXJoJOWLuHyfmUMO,E8JxSqNNR30uruIRpNx2LYBdLCSNrMTuHCbFCh0DjgJ7R8hLv4KQhFEpkU0pfCo4,First Party,,ES001,,2023-03-28T21:45:01,Marketing,Opt_out,Omnichannel
8QkmkAPmWTYsLl8iJkKfdiehH5J5lfyfRwQUegTFONwBYSR3a8CglWQtA1raphtd,Z5UwqMUWttuTgeGd76F7xbiOaovdMsxQbyMv4ru4wZ2Q8n9HtzA7LR68U18LAeoJ,First Party,,ES001,,2023-02-16T05:13:55,Marketing,Opt_out,Omnichannel
OnRstKxwo7Gfs0NCd9wvdsm985BtyUGXTC6QjxExe92MzcF4IalJA7DRnOBCMOwt,4E4vZNt5f0Qwl7fK6W6EnxjAmfFZWuzf0DF7o37xp1yKSX49n7uzGfF2DZFbUkC1,First Party,,ES001,,2023-05-24T09:17:55,Marketing,Opt_out,Omnichannel
pphJvpDkguSz1Ix2Fspi2b4SewXFICN3S8YdF9mkTuhzBOaX6B08Xojrcq7d5liB,VOLpbzlzevryPtwQRYTp68ZUDxKnn3qfNPvY09MGwSEeux1uF0aE0TSqz6pARscr,First Party,,ES001,,2023-02-07T15:37:58,Marketing,Opt_in,Omnichannel
gLtCPF4SszOFKgymESlv5zZjgArKWNWbqCL9T4eD3HryjRlmOHL2qUxv15wkV1Jl,1MIrx8T9mAcLbKqaYk6QnhiDzMgQbpedjFiQms65Si2DpaPjG5f2vfADdEd9CyVT,First Party,,ES001,,2023-04-22T06:17:49,Marketing,Opt_in,Omnichannel
dFlcy9SnaoVwNDA0Qwqkopf1zmYsBZEOl86bA4HEQ5R7EavCICt0GCiLskjpQnMg,8SSal3dUZmp8dFUa1hDXgvi1M3upYsSgn0Yl79vJiElZLoYaLr1g5diVwJt6ikCo,First Party,,ES001,,2023-04-18T18:23:44,Marketing,Opt_in,Omnichannel
JiU6mbubSh2UeeJlPXv8IZ2zjVOhsXlRZz0iO9EzSoCSQq7SxOEfurOKpa31irbD,N2YKleQlRk2yEh8GRVl247PSVZIbkAeAbTgJLbXd2K8983ftnOGRE83aWXnDuxA9,First Party,,ES001,,2023-05-04T17:43:06,Marketing,Opt_out,Omnichannel
TWo93MCcU2F6plgLlph5B4PbCqLVN7sVFUxh6RVLFOLoYOa8B2Tr5yDI4oLuBVIx,MsBMred4DRLRxmHFteHTptREImDdCc5Gh489FLbqBYCe380dq3AX4pRUxXjfn42p,First Party,,ES001,,2023-02-06T01:13:03,Marketing,Opt_out,Omnichannel
BsXOP09OmLaP4lb6Jc4ZIpQVBNaXJPeeK586Xnu5BtpJB4eZ2cwLnOxxGKdoqnwt,gC1isIsjHqN07tykLQymRyIOTvLJrT4FJyfXXECeQwF98emHPqxebWBYLfgmnjhv,First Party,,ES001,,2023-04-19T07:18:49,Marketing,Opt_in,Omnichannel
HOXbKG5O243SdEUBTUSosbtPi1xGHE9c3FiGmDcfoyXEa6sX4hFGWgKhyEr2ZQOp,O0qTAVwS5QxhHuyzsEydeptRWRbUwxNAqL6GslSzTJb00TBv09VZWDYGDGCCVTw5,First Party,,ES001,,2023-04-28T05:19:25,Marketing,Opt_in,Omnichannel
iyAsBtFib9scsbyB2iyBKj7tDQvG7reiG1FM1up5Y8yrHRF276STwXscR5wTa8Un,JzhJtsOcth185mkwPZEFBIBOCeJR90ZaTJp5663b3aG5riFXLywQBqLAm33HXkdt,First Party,,ES001,,2023-02-06T15:32:47,Marketing,Opt_in,Omnichannel
udsjAEsO0tVy2jXT3wmoGxAXo6tSAztS4LlHCA50JskSJ3PSuwC1Avhi17tX9ovq,iiCY82rafowIpOSDaUncwvwKPGmXVzHCj3Fq4AgcVA07gQFWbOEOI4Ep6Ul3A3c1,First Party,,ES001,,2023-04-01T01:11:18,Marketing,Opt_out,Omnichannel
10y8kpc2OxzDUUvVRfhYqA6VH3R95MM4CkxnhP7EN03gLgCal06osF98c2fXwqqx,HwCrl25pG5rM7MzZxyDJhEuIejxCuWBZtlsdKQJeUkbuvJPXNQi3HZo9BH1WRXpM,First Party,,ES001,,2022-11-29T15:35:36,Marketing,Opt_in,Omnichannel
ely2vahNj9hZhPIIqKbKl558DzshT0WypgqChxBlr3T1Iw7PVvFuOEW4x88bAHWk,qDWo9jMxKWlZ5FCuNsUAA9YbHFIAS2NJEejFMVNJgqhBA78yyPFOFhp1WF5oAt8L,First Party,,ES001,,2023-04-21T21:22:13,Marketing,Opt_in,Omnichannel
zpiC6XjrFvlKzpjX0SJ5ipiHJz9CfXetVockLUvYXAAJlQdovLkxUWZPjgfjgFyI,2TlRmpJwS755UlfUCO7FJnwr5wgxOHAsuUtkQjVZDbyc2vRJhuJeCMfGWl9AuG3D,First Party,,ES001,,2023-03-26T08:13:45,Marketing,Opt_in,Omnichannel
fiwn7TnvhgWKcbXam9ewsgBKCwgWnz2dfmee7oAf8F4HC5x3xkRE4Iw4WFZYFLMB,47DeZNcBNJNlDGpkV8Kdtq1TtHs3QMKUcS2TgcYFRt5Y4gKUcVLjbVZSjMX1ytgp,First Party,,ES001,,2023-02-13T09:58:15,Marketing,Opt_in,Omnichannel
X1CZzhAD5cc8j079y1mIaevkA83igmsogqUE9RQquBEdzFGbhoY58ZrYYbIIFH6U,BGrmnrcelNzpgAOK9hx2PJS4tEUU4o5VP8tb0JH4WKRVtIYgKhuhdzoh8sXUqSjA,First Party,,ES001,,2022-10-11T08:24:38,Marketing,Opt_out,Omnichannel
Ix1OHoBx64ylqYLJE3V1WB5QQZqAjEw4XpBofjW5BTTnDp0YQZyBgGK2iduQ8NqW,BfcsmUe194XnYtDtNU8sW85UWwJFJAnltIvlPKANs2JtscyBHmWXTzirbmWxUpRF,First Party,,ES001,,2023-04-27T09:09:36,Marketing,Opt_in,Omnichannel
QLuC9Ct292A92xPAVnwvtnT0NepBAjUSkOYG1psYByv5s6fNGhOyWc5vlLMECkmx,AN9ymZKpvzdeC9NNoZUmSTexFPor1bnwpDEarCEGTexSk7QGKLMqJ8Y44DkCW3K1,First Party,,ES001,,2023-03-04T05:19:50,Marketing,Opt_out,Omnichannel
Di0ntidVXglodLiDwmIPFG8kEuRBQMVbPmyZwE86jnVbfLkayRmUjpiSnqeVir1e,0W4JzMi32OhkfJEUOLjugJlUWW3edky8KXUipRkZH3bkang3GC11thil8DD6NZTW,First Party,,ES001,,2022-10-21T04:59:34,Marketing,Opt_out,Omnichannel
reY5SYxR38Af8CqWKhbqalkAWMz4yM4oC8zjJ6mpqmNgwsvPknowQPoaQarN7tta,DUgMid8vIQk07gwWUKWJCebchsLWuQbzE9YRgLUBKUyYbLMUnBAsanUcnPC6UtQc,First Party,,ES001,,2022-10-05T17:32:20,Marketing,Opt_out,Omnichannel
UVTVLlIGJuHd7Vvw5G0GdAfYznZpPYDLZMLB4SE1XFDwylbomaEwlGjt9ye6M7It,u5J9HMO6838xQMHUNWhZiJ5GMCgnbj2uij8etvyacOSOShYdxt5kGQAIl0Hwm6fO,First Party,,ES001,,2022-12-18T13:08:51,Marketing,Opt_out,Omnichannel
LMZuZuu4KBkN00OiPOSbhE2dQtwg0Ha58bF1k21GKWgnYDQ0ntsCcchRfesZtJpX,eBYaHLG3sSy2vwVR0lFlo8LceksHbE2QwNnv47NOUHdqzzc1jDi7oIqsiPR2DH00,First Party,,ES001,,2023-02-08T20:24:04,Marketing,Opt_in,Omnichannel
SaJPp0ybIFuSVDMrX3ZNu2AhbysM8jEwZ74Sdgd63aEo2W3nQdNgJdGq4ZZdKPiL,zJnO3Us73B4ksi6EmkIKtOh06B0TAaw1xtRlM4XmCEMcmzaNyNvlikhPgcMV8Nu1,First Party,,ES001,,2023-04-07T13:42:36,Marketing,Opt_in,Omnichannel
joacgNziC1dAtJHYFzhlbNhYYzTm2ueVzF9xTTkPoj5H5ll1IPrpRiqqOetO6pKy,sQMU1tjiOFcb1xQBD3EuVhd8h8gIVj5HVLLIHOpLp73Ab61xOdiY5PwS9xmcQbIm,First Party,,ES001,,2023-03-11T19:14:44,Marketing,Opt_in,Omnichannel
fdhnYe2TyL6GzBYRCDDUid0nR7WkGK3BtHwKizdQlzt35lQRxpvifAVVuIweraIG,D0cVLjuiNCx6qJbMH554uRwBBduep9wd5NWdKuELQQi1Cw52Rg7TcrtCdftoZzMC,First Party,,ES001,,2023-04-26T07:40:51,Marketing,Opt_out,Omnichannel
RX38uOXYtLmxUk0OjSwTdWt5z5orlKXu8wyzhK52yj0tfg4FqOLLjCFXAzO2YE4O,nBvjlOKlMM3900JQHk3w1tZYjsT13nbQk9kdL1hMqM4nhOlBJJKcfH5HPTLQWcnh,First Party,,ES001,,2022-12-18T16:13:25,Marketing,Opt_out,Omnichannel
dLuxWNN33auKre2qPEkfB7Kn2UtF7pWQaV5JfQRpOMMApyWuRntKG1weUh5ZxTff,EE2uFRQy5OrQHN7vXLEqKej4xDrLivUG2nFPNXIdQH0GCJMjEZbZ4qij2g0PCUjA,First Party,,ES001,,2022-10-06T10:10:10,Marketing,Opt_out,Omnichannel
9uZG5ju8WRd9tcEPJecli1UU8pEE8dRV08CQjo3TQ4udWUICucn9vVkpuvMvWmxu,pwKCMxAy7dto2pPsePqTgOVqV6RBXtcqYwH3y8zWqkRiSCBpJDgv42mTV29YyEDG,First Party,,ES001,,2022-11-01T11:01:08,Marketing,Opt_out,Omnichannel
Ti9Jg3EZBIXPwynzoXoGJFpg4ZoCrn21jYwFIan8EMQ43HpdHiJqfwuTDF2cHEMH,plSgKil2rkyqkPJZmO8jySFXCk8EsfXhGl2wC9B7hP8LTtnmIg8auTRbAPEuvodG,First Party,,ES001,,2023-01-15T13:16:05,Marketing,Opt_in,Omnichannel
zuxoQWmihyX7xNIhQZeDZic8uIIT7iQERlidFpwzZNdkCo8diQgQkqZHesyoMGoH,JJfEFvr8zW3MF0zt9oqEavFcmAAWVCTHG26u6hmQRBwNLvLZ0TWUT9Tn8Xfblc9r,First Party,,ES001,,2023-04-03T09:57:00,Marketing,Opt_out,Omnichannel
QJA7XKZOCGfeOK3doGgNYUCr9C83qDFPVi55LuOgqYKDoCQGRGrdnntmyZq3kKuj,o57UT9mf4JpyOfWautnw6AkEZOCOnjAMin7qiyfx9C2CUg4M6d8Cln2sxO4a3hDq,First Party,,ES001,,2023-05-22T07:42:48,Marketing,Opt_in,Omnichannel
7NwJdhUtr5chtf4ehqgEY7p7n0KfsCBspmQiszcdk9pphRVg1tdc9gp37hYiMOiX,V1hLq8J63cyeHlByetfaNXtzBuo0qJobVmtBxUznxVJLrLbKiyvHJpoqBziBaL4g,First Party,,ES001,,2023-03-24T17:03:56,Marketing,Opt_in,Omnichannel
y5z5zFcXXDA8CmyOkLrjqmQhCawbo1GVTPRFafKbVfNLixS9q8tV5undAkLY5zt0,Xby3kzWMjbxhMEChdSe8P9AmUOI85m7GKTqkATiH512RWt8kCNa8jKllfqQxgbdv,First Party,,ES001,,2022-11-23T10:00:56,Marketing,Opt_out,Omnichannel
VfuNFUvXqkMG7xUDdng3KydVqDa0vpO8GCzH9EYJw0DJB5PWLXd2Z4L9xdQbro1o,u5Ze1yROjyNrxea8aH8zWWwMSStoZnQQ7RVebb4JO6bA3AHJ0okI8tqCNLv2yAFP,First Party,,ES001,,2023-05-13T02:57:36,Marketing,Opt_in,Omnichannel
8qByA5kgihC3yZ8HTSJzEioavIVWdJQn58a6Orssl4BE6Tkoa0DIwelRLUKtgoeB,PdnPppNRKZ7sQd2PhqLSlBuQmkcMfLfXpJ5j00Im11mWKwiT0jxL2HJCk7LBS21k,First Party,,ES001,,2023-02-21T19:09:20,Marketing,Opt_out,Omnichannel
bqnpppNVPAkRfYGJ9pDQSTzKhnXMV3ZdpKb1Yv5tTkN007tp0SBpuq0RI28z4iMo,ttBWk7eVJDGb4LUw9OIF2U6Vquforn1w4GcQQ1QQAssf3PPFautvkuAnc4MMJ2q8,First Party,,ES001,,2022-10-04T00:36:13,Marketing,Opt_in,Omnichannel
wyi8aouRAYjTbDZN5Fo74jzon3H5GJMk7lKmOZIT0A26TnjrvyTbeTtb0EGHixhO,g1iwnHm9b7eDfxV4NDy789T47bwsowPKBiCPATyfqa9iXlfpPaJ4wMD8UVxuABNt,First Party,,ES001,,2023-02-06T20:47:27,Marketing,Opt_out,Omnichannel
rotmbcHQBGQPUb15wj3iOA5yuCUM29PqzrK5kftc8TedW3E03cad4iXS93666bl8,DpzK2dYpaoQfamzGtqtgyAi5XoPM9FIvuFmts0TQxVDrMYZaiwzd8yzWuGsqRYxe,First Party,,ES001,,2022-12-22T00:32:48,Marketing,Opt_out,Omnichannel
aZrm5qoZkD8bqjhO8c8Fg2ZSJeCttmCldzQZJd6WUAm9qVBJQ0b4HlQtHs0oR4J7,ACqm82WyeWyjbJtn8nwFzdu4nZ8VwzWoTJIGor2luURYn216zhP9GF2Ay8SLBcIq,First Party,,ES001,,2023-03-19T04:14:44,Marketing,Opt_in,Omnichannel
o1LzdvajULIi3SwMnaDZQ6HbhFgTwggjZtZpT7lvHxBFEDvxEAzS5TpUviMK9HGL,kQVPaqfwJWhw6hoxxxFIbnE6IH3prhYxp5Mc3gjOtnyHeVbBSxCEcCncT1S1n8Im,First Party,,ES001,,2022-11-22T03:33:14,Marketing,Opt_in,Omnichannel
30K03dkWSOvAUfav7gQsbOnwFBje868XnDRouoA4R6mV2YDBQivg6kpJFzjcGroS,vk3NDA8IU8yIideoGylRzgougPWonCASOU4pkTA3E2Luqoe7ud7hs0z52vKo18EI,First Party,,ES001,,2022-12-27T20:05:58,Marketing,Opt_out,Omnichannel
Vo5rZ3cONhwi5scmQof882iXZus0B4cmNVOVWmezWV0y6XPzlIoqeDwnaWytQ770,8yQ3MYgHnr5Ac1AQKK48zCDesi3ejjH3MgZkNw8CWGpbzc37KdX15aIkHZwtPQic,First Party,,ES001,,2023-01-30T15:11:48,Marketing,Opt_out,Omnichannel
pbN9ROuQIfvv9sKLtDnRzCDA882hyfUaYIziVsleiDiHk6W6Gkx9nPnd8NzmiBzW,6pYvBOhtfIKKOWoEisGAbP47mbZXuyn2BrYobfIyyv5wxMmmx0HLvxjmFU1nd5Ha,First Party,,ES001,,2023-02-19T08:04:43,Marketing,Opt_in,Omnichannel
M5vBx6g5S7VO7CTdGj4sMDplk6cEtz4nVX9NEGcyvw0Ra8vmOIBaHNE4acviDkRZ,WA9g6WZ5gpJxZ5vQkGNBLXktvjfcb3y3pRjYLibiqWATfw9fTplqTlyWlFWDCSux,First Party,,ES001,,2023-02-14T06:41:28,Marketing,Opt_out,Omnichannel
GPR8ieicKgF2gZjs4Zda8LJcx8nEdSba1mWJ2WwhRCnnMeb8A0Bgf9xyeivRcnUV,IRHzbQ4mRPI2iDPVHEofZF66qkzPxeU7Fi0DCdr7aoQDjv87fCjh5PjnR8sv4EjZ,First Party,,ES001,,2023-03-03T16:15:58,Marketing,Opt_in,Omnichannel
HLvx4t56ShqewTvzUFbjUX1SfrxCg2QZuSIYR0jx3SDKf0WzKdtf9UTqjU0jb0bQ,r37MvZXxEj91nAtbn9qYz6ygfSwMtDpMaSIwmkWcQZkdrrL8o1bzgb0Wc4CGiJPd,First Party,,ES001,,2023-02-01T05:57:58,Marketing,Opt_in,Omnichannel
Vr5VPmUWKtt18OAh11rhzicnLdP8UZmJouRhVFTeBW0AVD1Dy1LHqOh075T2noPy,oLJwVtv1sipyEcQ8ckrSASPpCRc0YGkEFbRxCjjnWIYhLUzJTk9cLHGTqb1EZ7c7,First Party,,ES001,,2023-05-24T04:16:46,Marketing,Opt_out,Omnichannel
bkccvV3XWZ6T80ljjL2OLH53ecPQ4YQRSrVVvOyrEijdnESb9uQ9odyQ3WZgz1ve,R1aNptI247MDtCuT2PTAmAmmSFyuZM8udCZQ92tL8M1lbdSOFL66y7qXOULpdV8x,First Party,,ES001,,2022-11-01T16:13:32,Marketing,Opt_out,Omnichannel
tzuv8ACDd9F0KYrn3D4C7D94KzfIC8pafvtwxuYOOfWzZKcjxVBwfjTSoDdORyIb,XW9qDQYhEDynD8je6Cne2yCj7QG6Fyakr2sgmFy8YWXu6QZ0d55dXHlDMan6WLtj,First Party,,ES001,,2023-05-11T03:45:38,Marketing,Opt_out,Omnichannel
Cc4pxy4pZOg43szYMXyzLi1o4CXwTKGaKsFKfV1BkNMZi0b1I3ycfRBxzFNgMQdD,sAu9YS5je0HYHbDEn7CzJInL67HH4GjVAbwl3tEICXo4PDWbjmZsAIwG4HrSbLd2,First Party,,ES001,,2022-10-21T03:13:32,Marketing,Opt_in,Omnichannel
606d9s1QqiKlBUnUdmb53nIfEYcJfrIGRNPRpvokuszJHNhGJZCD4Qba824Ktogd,0taIT29lVbcrHAN6YitqTkQYjJg5yShDzEEiVboiOGslQ2xR4JnP1CtCv7NhJ7Yi,First Party,,ES001,,2023-05-20T15:44:26,Marketing,Opt_in,Omnichannel
